Dataset_sequence_ID,Data.entry,Cave.data.series,Biogeographical.realm,Continent,Biome classification,Country.record,Cave.site,Lattitude,Longitude,Species.name,Record.source,URL
Dataset_2_6128,BC 6129,S 194,Neotropical,South America,TSDB,Cuba,Cueva Ambrosio,23.323,-81.2765,Monophyllus redmani,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                         Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6129,BC 6130,S 194,Neotropical,South America,TSDB,Cuba,Cueva Ambrosio,23.323,-81.2765,Macrotus waterhousei,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6130,BC 6131,S 194,Neotropical,South America,TSDB,Cuba,Cueva Ambrosio,23.323,-81.2765,Eptesicus fuscus,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6131,BC 6132,S 194,Neotropical,South America,TSDB,Cuba,Cueva Musulmanes,23.3321,-81.2735,Artibeus jamaicensis,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6132,BC 6133,S 194,Neotropical,South America,TSDB,Cuba,Cueva Musulmanes,23.3321,-81.2735,Macrotus waterhousei,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6133,BC 6134,S 194,Neotropical,South America,TSDB,Cuba,Cueva Musulmanes,23.3321,-81.2735,Eptesicus fuscus,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6134,BC 6135,S 194,Neotropical,South America,TSDB,Cuba,Cueva Las Cabras,23.3321,-81.2735,Artibeus jamaicensis,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6135,BC 6136,S 194,Neotropical,South America,TSDB,Cuba,Cueva Vizcaino,23.331,-81.229,Artibeus jamaicensis,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6136,BC 6137,S 194,Neotropical,South America,TSDB,Cuba,Cueva Vizcaino,23.331,-81.229,Eptesicus fuscus,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6137,BC 6138,S 194,Neotropical,South America,TSDB,Cuba,Cueva Joelito,23.1805,-81.1917,Nyctiellus lepidus,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6138,BC 6139,S 194,Neotropical,South America,TSDB,Cuba,Cueva Joelito,23.1805,-81.1917,Monophyllus redmani,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6139,BC 6140,S 194,Neotropical,South America,TSDB,Cuba,Cueva Santa Catalina,23.1519,-81.677,Artibeus jamaicensis,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6140,BC 6141,S 194,Neotropical,South America,TSDB,Cuba,Cueva Santa Catalina,23.1519,-81.677,Macrotus waterhousei,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6141,BC 6142,S 194,Neotropical,South America,TSDB,Cuba,Cueva Santa Catalina,23.1519,-81.677,Monophyllus redmani,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6142,BC 6143,S 194,Neotropical,South America,TSDB,Cuba,Cueva Santa Catalina,23.1519,-81.677,Phyllonycteris poeyi,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6143,BC 6144,S 194,Neotropical,South America,TSDB,Cuba,Cueva Santa Catalina,23.1519,-81.677,Erophylla sezekorni,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6144,BC 6145,S 194,Neotropical,South America,TSDB,Cuba,Cueva Santa Catalina,23.1519,-81.677,Brachyphylla nana,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6145,BC 6146,S 194,Neotropical,South America,TSDB,Cuba,Cueva Santa Catalina,23.1519,-81.677,Mormoops blainvillei,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6146,BC 6147,S 194,Neotropical,South America,TSDB,Cuba,Cueva Santa Catalina,23.1519,-81.677,Pteronotus parnelli,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6147,BC 6148,S 194,Neotropical,South America,TSDB,Cuba,Cueva Santa Catalina,23.1519,-81.677,Pteronotus macleayi,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6148,BC 6149,S 194,Neotropical,South America,TSDB,Cuba,Cueva Santa Catalina,23.1519,-81.677,Pteronotus quadridens,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6149,BC 6150,S 194,Neotropical,South America,TSDB,Cuba,Cueva Santa Catalina,23.1519,-81.677,Nyctiellus lepidus,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6150,BC 6151,S 194,Neotropical,South America,TSDB,Cuba,Cueva Santa Catalina,23.1519,-81.677,Chilonatalus macer,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6151,BC 6152,S 194,Neotropical,South America,TSDB,Cuba,Cueva Rufino,23.1519,-81.677,Artibeus jamaicensis,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6152,BC 6153,S 194,Neotropical,South America,TSDB,Cuba,Cueva La Chucha,23.1519,-81.677,Artibeus jamaicensis,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6153,BC 6154,S 194,Neotropical,South America,TSDB,Cuba,Cueva La Chucha,23.1519,-81.677,Mormoops blainvillei,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6154,BC 6155,S 194,Neotropical,South America,TSDB,Cuba,Cueva La Chucha,23.1519,-81.677,Eptesicus fuscus,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6155,BC 6156,S 194,Neotropical,South America,TSDB,Cuba,Cueva Los Majaés,23.1519,-81.677,Phyllonycteris poeyi,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6156,BC 6157,S 194,Neotropical,South America,TSDB,Cuba,Cueva Los Majaés,23.1519,-81.677,Mormoops blainvillei,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6157,BC 6158,S 194,Neotropical,South America,TSDB,Cuba,Cueva Los Majaés,23.1519,-81.677,Pteronotus quadridens,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6158,BC 6159,S 194,Neotropical,South America,TSDB,Cuba,Cueva Los Majaés,23.1519,-81.677,Chilonatalus macer ,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6159,BC 6160,S 194,Neotropical,South America,TSDB,Cuba,Cueva Centella,23.021,-81.475,Artibeus jamaicensis,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6160,BC 6161,S 194,Neotropical,South America,TSDB,Cuba,Cueva Centella,23.021,-81.475,Nyctiellus lepidus,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6161,BC 6162,S 194,Neotropical,South America,DES,Cuba,Cueva Cristales,23.0208,-81.5261,Artibeus jamaicensis,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6162,BC 6163,S 194,Neotropical,South America,DES,Cuba,Cueva Cristales,23.0208,-81.5261,Nyctiellus lepidus,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
Dataset_2_6163,BC 6164,S 194,Neotropical,South America,DES,Cuba,Cueva Eloísa,23.0208,-81.5261,Artibeus jamaicensis,"Monzón, J., H. Fernández y A. Clark. 2018. Estudio y monitoreo de la quiropterocenosis del norte de la provincia de Matanzas, Cuba. Informe Final de Proyecto. Programa Ramal de Medio Ambiente. Código I211MT900-003. 74 pp.                                                  Sánchez-Lozada, M, H. Vela, H. Díaz, J. Monzón, J. M. De la Cruz, A. Hernández, A. Longueira, Á. Espinosa, T. Rodríguez-Cabrera, A. Vidal y C.A. Mancina. 2018. Datos de distribución de murciélagos en Cuba: un acercamiento a través de inventarios biológicos rápidos. En Poeyana. Revista Cubana de Zoología. 507: 76-81. http://revistas.geotech.cu/index.php/poey",N/A
